代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),涨跌幅(%)
510300.SH,华泰柏瑞沪深300ETF,2019/9/18,3.853,3.8714,3.8462,3.8549,0.4303
510300.SH,华泰柏瑞沪深300ETF,2019/9/19,3.8705,3.8744,3.8433,3.8734,0.4788
510300.SH,华泰柏瑞沪深300ETF,2019/9/20,3.8802,3.8899,3.8714,3.8792,0.1505
510300.SH,华泰柏瑞沪深300ETF,2019/9/23,3.8685,3.8695,3.8238,3.8452,-0.8765
510300.SH,华泰柏瑞沪深300ETF,2019/9/24,3.8471,3.8831,3.8413,3.8481,0.0758
510300.SH,华泰柏瑞沪深300ETF,2019/9/25,3.8413,3.8452,3.8199,3.8219,-0.6816
510300.SH,华泰柏瑞沪深300ETF,2019/9/26,3.8365,3.8452,3.7927,3.7957,-0.6863
510300.SH,华泰柏瑞沪深300ETF,2019/9/27,3.8015,3.8112,3.7889,3.8044,0.2304
510300.SH,华泰柏瑞沪深300ETF,2019/9/30,3.7986,3.8073,3.7539,3.7587,-1.2002
510300.SH,华泰柏瑞沪深300ETF,2019/10/8,3.7636,3.8093,3.7636,3.783,0.6462
510300.SH,华泰柏瑞沪深300ETF,2019/10/9,3.7743,3.7957,3.7529,3.7937,0.2825
510300.SH,华泰柏瑞沪深300ETF,2019/10/10,3.7918,3.8277,3.7782,3.8209,0.717
510300.SH,华泰柏瑞沪深300ETF,2019/10/11,3.8287,3.8792,3.8151,3.8675,1.2204
510300.SH,华泰柏瑞沪深300ETF,2019/10/14,3.888,3.9346,3.8841,3.8957,0.7285
510300.SH,华泰柏瑞沪深300ETF,2019/10/15,3.8948,3.8996,3.8812,3.8831,-0.3242
510300.SH,华泰柏瑞沪深300ETF,2019/10/16,3.888,3.9161,3.8666,3.8695,-0.3503
510300.SH,华泰柏瑞沪深300ETF,2019/10/17,3.8734,3.888,3.8637,3.8753,0.1506
510300.SH,华泰柏瑞沪深300ETF,2019/10/18,3.8773,3.8918,3.8093,3.819,-1.454
510300.SH,华泰柏瑞沪深300ETF,2019/10/21,3.8102,3.8306,3.8054,3.8277,0.2289
510300.SH,华泰柏瑞沪深300ETF,2019/10/22,3.8355,3.851,3.818,3.8423,0.3807
510300.SH,华泰柏瑞沪深300ETF,2019/10/23,3.8433,3.8481,3.8102,3.8219,-0.531
510300.SH,华泰柏瑞沪深300ETF,2019/10/24,3.8229,3.8413,3.8015,3.8267,0.1271
510300.SH,华泰柏瑞沪深300ETF,2019/10/25,3.8209,3.8549,3.7976,3.8501,0.6093
510300.SH,华泰柏瑞沪深300ETF,2019/10/28,3.8569,3.8782,3.8491,3.8724,0.5804
510300.SH,华泰柏瑞沪深300ETF,2019/10/29,3.8753,3.8753,3.8559,3.8598,-0.3261
510300.SH,华泰柏瑞沪深300ETF,2019/10/30,3.853,3.8569,3.8267,3.8345,-0.6544
510300.SH,华泰柏瑞沪深300ETF,2019/10/31,3.8433,3.852,3.8238,3.8326,-0.0507
510300.SH,华泰柏瑞沪深300ETF,2019/11/1,3.8277,3.9122,3.8219,3.9113,2.0532
510300.SH,华泰柏瑞沪深300ETF,2019/11/4,3.9103,3.9317,3.9084,3.9239,0.3229
510300.SH,华泰柏瑞沪深300ETF,2019/11/5,3.9239,3.9841,3.9171,3.9462,0.5694
510300.SH,华泰柏瑞沪深300ETF,2019/11/6,3.9443,3.9501,3.9181,3.9297,-0.4185
510300.SH,华泰柏瑞沪深300ETF,2019/11/7,3.9297,3.9579,3.9181,3.9346,0.1236
510300.SH,华泰柏瑞沪深300ETF,2019/11/8,3.9637,3.9676,3.9152,3.919,-0.3951
510300.SH,华泰柏瑞沪深300ETF,2019/11/11,3.8986,3.8986,3.8471,3.8539,-1.6609
510300.SH,华泰柏瑞沪深300ETF,2019/11/12,3.8491,3.8656,3.8258,3.8491,-0.126
510300.SH,华泰柏瑞沪深300ETF,2019/11/13,3.8442,3.852,3.8297,3.8462,-0.0757
510300.SH,华泰柏瑞沪深300ETF,2019/11/14,3.8462,3.8627,3.8394,3.8491,0.0758
510300.SH,华泰柏瑞沪深300ETF,2019/11/15,3.8501,3.8656,3.8277,3.8306,-0.4796
510300.SH,华泰柏瑞沪深300ETF,2019/11/18,3.8287,3.8646,3.8199,3.8578,0.7101
510300.SH,华泰柏瑞沪深300ETF,2019/11/19,3.8559,3.8986,3.8501,3.8967,1.0073
510300.SH,华泰柏瑞沪深300ETF,2019/11/20,3.8957,3.8957,3.8462,3.8569,-1.0222
510300.SH,华泰柏瑞沪深300ETF,2019/11/21,3.8471,3.8539,3.8248,3.8374,-0.5038
510300.SH,华泰柏瑞沪深300ETF,2019/11/22,3.8462,3.8724,3.783,3.7966,-1.0633
510300.SH,华泰柏瑞沪深300ETF,2019/11/25,3.8034,3.8248,3.7918,3.8238,0.7165
510300.SH,华泰柏瑞沪深300ETF,2019/11/26,3.8345,3.8433,3.8122,3.8297,0.1524
510300.SH,华泰柏瑞沪深300ETF,2019/11/27,3.8277,3.8413,3.8093,3.8238,-0.1522
510300.SH,华泰柏瑞沪深300ETF,2019/11/28,3.8238,3.8394,3.8054,3.818,-0.1524
510300.SH,华泰柏瑞沪深300ETF,2019/11/29,3.8102,3.8161,3.7578,3.7762,-1.0941
510300.SH,华泰柏瑞沪深300ETF,2019/12/2,3.7801,3.7995,3.7762,3.784,0.2058
510300.SH,华泰柏瑞沪深300ETF,2019/12/3,3.7753,3.8015,3.7597,3.7995,0.4108
510300.SH,华泰柏瑞沪深300ETF,2019/12/4,3.7889,3.8025,3.7772,3.8015,0.0511
510300.SH,华泰柏瑞沪深300ETF,2019/12/5,3.8093,3.8365,3.8083,3.8297,0.7411
510300.SH,华泰柏瑞沪深300ETF,2019/12/6,3.8316,3.8539,3.8267,3.853,0.6088
510300.SH,华泰柏瑞沪深300ETF,2019/12/9,3.853,3.8617,3.8297,3.8403,-0.3278
510300.SH,华泰柏瑞沪深300ETF,2019/12/10,3.8335,3.8481,3.8287,3.8433,0.0759
510300.SH,华泰柏瑞沪深300ETF,2019/12/11,3.8512,3.8531,3.8324,3.8492,0.1541
510300.SH,华泰柏瑞沪深300ETF,2019/12/12,3.8502,3.8531,3.8344,3.8383,-0.2821
510300.SH,华泰柏瑞沪深300ETF,2019/12/13,3.8729,3.9232,3.8719,3.9163,2.0314
510300.SH,华泰柏瑞沪深300ETF,2019/12/16,3.9153,3.936,3.8995,3.9281,0.3024
510300.SH,华泰柏瑞沪深300ETF,2019/12/17,3.9262,4.015,3.9222,3.9893,1.5578
510300.SH,华泰柏瑞沪深300ETF,2019/12/18,3.9903,4.0041,3.9696,3.9745,-0.3711
510300.SH,华泰柏瑞沪深300ETF,2019/12/19,3.9775,3.9805,3.9597,3.9676,-0.1738
510300.SH,华泰柏瑞沪深300ETF,2019/12/20,3.9666,3.9933,3.9617,3.9637,-0.0995
510300.SH,华泰柏瑞沪深300ETF,2019/12/23,3.9627,3.9795,3.9104,3.9124,-1.2948
510300.SH,华泰柏瑞沪深300ETF,2019/12/24,3.9133,3.941,3.9124,3.9331,0.5298
510300.SH,华泰柏瑞沪深300ETF,2019/12/25,3.9331,3.9449,3.9212,3.94,0.1757
510300.SH,华泰柏瑞沪深300ETF,2019/12/26,3.937,3.9735,3.9351,3.9686,0.7265
510300.SH,华泰柏瑞沪深300ETF,2019/12/27,3.9726,4.015,3.9637,3.9647,-0.0995
510300.SH,华泰柏瑞沪深300ETF,2019/12/30,3.9538,4.0347,3.9479,4.0219,1.4439
510300.SH,华泰柏瑞沪深300ETF,2019/12/31,4.016,4.0456,4.0091,4.0426,0.5153
510300.SH,华泰柏瑞沪深300ETF,2020/1/2,4.0663,4.1196,4.0643,4.0949,1.2939
510300.SH,华泰柏瑞沪深300ETF,2020/1/3,4.1018,4.1078,4.0791,4.0851,-0.241
510300.SH,华泰柏瑞沪深300ETF,2020/1/6,4.0722,4.1167,4.0407,4.0693,-0.3866
510300.SH,华泰柏瑞沪深300ETF,2020/1/7,4.0801,4.1058,4.0742,4.1009,0.7761
510300.SH,华泰柏瑞沪深300ETF,2020/1/8,4.0811,4.0949,4.0436,4.0604,-0.9868
510300.SH,华泰柏瑞沪深300ETF,2020/1/9,4.0841,4.1107,4.0801,4.1038,1.0695
510300.SH,华泰柏瑞沪深300ETF,2020/1/10,4.1107,4.1216,4.09,4.1028,-0.0241
510300.SH,华泰柏瑞沪深300ETF,2020/1/13,4.1018,4.1502,4.087,4.1473,1.0825
510300.SH,华泰柏瑞沪深300ETF,2020/1/14,4.1473,4.167,4.1255,4.1295,-0.4284
510300.SH,华泰柏瑞沪深300ETF,2020/1/15,4.1295,4.1354,4.091,4.0979,-0.7648
510300.SH,华泰柏瑞沪深300ETF,2020/1/16,4.1048,4.1088,4.0811,4.092,-0.1445
510300.SH,华泰柏瑞沪深300ETF,2020/1/17,4.0979,4.1206,4.0831,4.0969,0.1206
510300.SH,华泰柏瑞沪深300ETF,2020/1/20,4.1018,4.1285,4.088,4.1265,0.7227
510300.SH,华泰柏瑞沪深300ETF,2020/1/21,4.1088,4.1088,4.0466,4.0515,-1.8177
510300.SH,华泰柏瑞沪深300ETF,2020/1/22,4.0357,4.0791,3.9814,4.0653,0.341
510300.SH,华泰柏瑞沪深300ETF,2020/1/23,4.0278,4.0367,3.9045,3.9439,-2.9862
510300.SH,华泰柏瑞沪深300ETF,2020/2/3,3.6814,3.6873,3.5886,3.6113,-8.4334
510300.SH,华泰柏瑞沪深300ETF,2020/2/4,3.6024,3.7268,3.6015,3.7209,3.0336
510300.SH,华泰柏瑞沪深300ETF,2020/2/5,3.7347,3.8048,3.7189,3.7574,0.9814
510300.SH,华泰柏瑞沪深300ETF,2020/2/6,3.7732,3.862,3.7475,3.8462,2.3641
510300.SH,华泰柏瑞沪深300ETF,2020/2/7,3.8196,3.8413,3.7939,3.8373,-0.2309
510300.SH,华泰柏瑞沪深300ETF,2020/2/10,3.8176,3.8591,3.8008,3.8502,0.3344
510300.SH,华泰柏瑞沪深300ETF,2020/2/11,3.8581,3.9084,3.8561,3.8916,1.0766
510300.SH,华泰柏瑞沪深300ETF,2020/2/12,3.8877,3.9252,3.8788,3.9193,0.7101
510300.SH,华泰柏瑞沪深300ETF,2020/2/13,3.9183,3.9331,3.8867,3.8985,-0.5288
510300.SH,华泰柏瑞沪深300ETF,2020/2/14,3.8936,3.9429,3.8916,3.9252,0.6835
510300.SH,华泰柏瑞沪深300ETF,2020/2/17,3.9341,4.017,3.9341,4.011,2.1876
510300.SH,华泰柏瑞沪深300ETF,2020/2/18,4.0041,4.0091,3.9597,3.9864,-0.6152
510300.SH,华泰柏瑞沪深300ETF,2020/2/19,3.9834,4.016,3.9765,3.9874,0.0248
510300.SH,华泰柏瑞沪深300ETF,2020/2/20,4.0022,4.09,3.9864,4.0772,2.2525
510300.SH,华泰柏瑞沪深300ETF,2020/2/21,4.0693,4.1236,4.0634,4.091,0.3389
510300.SH,华泰柏瑞沪深300ETF,2020/2/24,4.0693,4.0821,4.0288,4.0584,-0.7961
510300.SH,华泰柏瑞沪深300ETF,2020/2/25,3.9982,4.0624,3.9597,4.0505,-0.1946
510300.SH,华泰柏瑞沪深300ETF,2020/2/26,4.011,4.0643,3.9953,4.017,-0.8285
510300.SH,华泰柏瑞沪深300ETF,2020/2/27,4.0298,4.0436,4.0081,4.018,0.0246
510300.SH,华泰柏瑞沪深300ETF,2020/2/28,3.9578,3.9666,3.8729,3.8818,-3.3898
510300.SH,华泰柏瑞沪深300ETF,2020/3/2,3.8966,4.0367,3.8966,4.0229,3.6359
510300.SH,华泰柏瑞沪深300ETF,2020/3/3,4.0634,4.0851,4.0022,4.0199,-0.0736
510300.SH,华泰柏瑞沪深300ETF,2020/3/4,4.012,4.0505,3.9953,4.0486,0.712
510300.SH,华泰柏瑞沪深300ETF,2020/3/5,4.0969,4.1532,4.0574,4.1453,2.3891
510300.SH,华泰柏瑞沪深300ETF,2020/3/6,4.1127,4.1147,4.0634,4.0673,-1.881
510300.SH,华泰柏瑞沪深300ETF,2020/3/9,4.015,4.015,3.9291,3.938,-3.1788
510300.SH,华泰柏瑞沪深300ETF,2020/3/10,3.94,4.0347,3.8916,4.0249,2.2055
510300.SH,华泰柏瑞沪深300ETF,2020/3/11,4.0249,4.0249,3.9568,3.9587,-1.643
510300.SH,华泰柏瑞沪深300ETF,2020/3/12,3.9212,3.9232,3.8679,3.8966,-1.5707
510300.SH,华泰柏瑞沪深300ETF,2020/3/13,3.7831,3.8788,3.7011,3.8383,-1.4944
510300.SH,华泰柏瑞沪深300ETF,2020/3/16,3.8344,3.8344,3.6676,3.6775,-4.1913
510300.SH,华泰柏瑞沪深300ETF,2020/3/17,3.71,3.7386,3.5679,3.6449,-0.8857
510300.SH,华泰柏瑞沪深300ETF,2020/3/18,3.6577,3.714,3.5788,3.5837,-1.6789
510300.SH,华泰柏瑞沪深300ETF,2020/3/19,3.5867,3.5995,3.4465,3.5491,-0.9639
510300.SH,华泰柏瑞沪深300ETF,2020/3/20,3.5649,3.6094,3.5353,3.5965,1.3348
510300.SH,华泰柏瑞沪深300ETF,2020/3/23,3.4939,3.5353,3.4672,3.4801,-3.2382
510300.SH,华泰柏瑞沪深300ETF,2020/3/24,3.5422,3.5758,3.4899,3.564,2.4107
510300.SH,华泰柏瑞沪深300ETF,2020/3/25,3.6449,3.6725,3.6222,3.6577,2.6309
510300.SH,华泰柏瑞沪深300ETF,2020/3/26,3.635,3.6735,3.6222,3.635,-0.6206
510300.SH,华泰柏瑞沪深300ETF,2020/3/27,3.6804,3.7051,3.6498,3.6518,0.4616
510300.SH,华泰柏瑞沪深300ETF,2020/3/30,3.6113,3.637,3.5827,3.6182,-0.9189
510300.SH,华泰柏瑞沪深300ETF,2020/3/31,3.6548,3.6577,3.6123,3.6212,0.0818
510300.SH,华泰柏瑞沪深300ETF,2020/4/1,3.6163,3.6745,3.6064,3.6251,0.109
510300.SH,华泰柏瑞沪深300ETF,2020/4/2,3.6103,3.6794,3.5936,3.6745,1.3613
510300.SH,华泰柏瑞沪深300ETF,2020/4/3,3.6617,3.6755,3.635,3.6488,-0.6984
510300.SH,华泰柏瑞沪深300ETF,2020/4/7,3.711,3.7436,3.709,3.7307,2.2451
510300.SH,华泰柏瑞沪深300ETF,2020/4/8,3.7169,3.7298,3.7031,3.7159,-0.3968
510300.SH,华泰柏瑞沪深300ETF,2020/4/9,3.7317,3.7386,3.7209,3.7268,0.2922
510300.SH,华泰柏瑞沪深300ETF,2020/4/10,3.7268,3.7623,3.6972,3.715,-0.3178
510300.SH,华泰柏瑞沪深300ETF,2020/4/13,3.7011,3.709,3.6834,3.6942,-0.5579
510300.SH,华泰柏瑞沪深300ETF,2020/4/14,3.711,3.7584,3.7061,3.7554,1.6564
510300.SH,华泰柏瑞沪深300ETF,2020/4/15,3.7554,3.7643,3.7317,3.7337,-0.5782
510300.SH,华泰柏瑞沪深300ETF,2020/4/16,3.7209,3.7475,3.7169,3.7357,0.0529
510300.SH,华泰柏瑞沪深300ETF,2020/4/17,3.7643,3.7949,3.7604,3.7692,0.8983
510300.SH,华泰柏瑞沪深300ETF,2020/4/20,3.7761,3.786,3.7633,3.785,0.419
510300.SH,华泰柏瑞沪深300ETF,2020/4/21,3.7702,3.7752,3.7209,3.7456,-1.043
510300.SH,华泰柏瑞沪深300ETF,2020/4/22,3.7298,3.7801,3.7229,3.7791,0.8959
510300.SH,华泰柏瑞沪深300ETF,2020/4/23,3.7821,3.7919,3.7623,3.7722,-0.1828
510300.SH,华泰柏瑞沪深300ETF,2020/4/24,3.7574,3.7623,3.7288,3.7406,-0.8373
510300.SH,华泰柏瑞沪深300ETF,2020/4/27,3.7426,3.7831,3.7377,3.7574,0.4485
510300.SH,华泰柏瑞沪深300ETF,2020/4/28,3.7702,3.7939,3.7071,3.7811,0.6304
510300.SH,华泰柏瑞沪深300ETF,2020/4/29,3.7761,3.8146,3.7732,3.8008,0.5221
510300.SH,华泰柏瑞沪深300ETF,2020/4/30,3.8146,3.865,3.8127,3.8571,1.4801
510300.SH,华泰柏瑞沪深300ETF,2020/5/6,3.8146,3.8748,3.8097,3.867,0.2559
510300.SH,华泰柏瑞沪深300ETF,2020/5/7,3.867,3.8739,3.8482,3.86,-0.1787
510300.SH,华泰柏瑞沪深300ETF,2020/5/8,3.8778,3.9202,3.8758,3.9015,1.0739
510300.SH,华泰柏瑞沪深300ETF,2020/5/11,3.9074,3.94,3.8837,3.8946,-0.1771
510300.SH,华泰柏瑞沪深300ETF,2020/5/12,3.8956,3.9084,3.866,3.8936,-0.0253
510300.SH,华泰柏瑞沪深300ETF,2020/5/13,3.8818,3.9084,3.8689,3.9025,0.2281
510300.SH,华泰柏瑞沪深300ETF,2020/5/14,3.8887,3.8887,3.866,3.8699,-0.8346
510300.SH,华泰柏瑞沪深300ETF,2020/5/15,3.8768,3.8887,3.8502,3.8512,-0.4846
510300.SH,华泰柏瑞沪深300ETF,2020/5/18,3.8502,3.8867,3.8413,3.863,0.3075
510300.SH,华泰柏瑞沪深300ETF,2020/5/19,3.8985,3.9054,3.8808,3.8916,0.7409
510300.SH,华泰柏瑞沪深300ETF,2020/5/20,3.8887,3.8926,3.8689,3.8758,-0.4058
510300.SH,华泰柏瑞沪深300ETF,2020/5/21,3.8818,3.8887,3.8482,3.8502,-0.6621
510300.SH,华泰柏瑞沪深300ETF,2020/5/22,3.8472,3.8472,3.7633,3.7653,-2.2046
510300.SH,华泰柏瑞沪深300ETF,2020/5/25,3.7623,3.7791,3.7475,3.7673,0.0524
510300.SH,华泰柏瑞沪深300ETF,2020/5/26,3.784,3.8156,3.784,3.8127,1.2051
510300.SH,华泰柏瑞沪深300ETF,2020/5/27,3.8127,3.8137,3.7831,3.7949,-0.466
510300.SH,华泰柏瑞沪深300ETF,2020/5/28,3.7969,3.8334,3.7653,3.7998,0.13
510300.SH,华泰柏瑞沪深300ETF,2020/5/29,3.7801,3.8186,3.7732,3.8156,0.4156
510300.SH,华泰柏瑞沪深300ETF,2020/6/1,3.8472,3.9242,3.8443,3.9163,2.6384
510300.SH,华泰柏瑞沪深300ETF,2020/6/2,3.9163,3.937,3.9084,3.9272,0.2772
510300.SH,华泰柏瑞沪深300ETF,2020/6/3,3.9459,3.9676,3.9242,3.9262,-0.0251
510300.SH,华泰柏瑞沪深300ETF,2020/6/4,3.939,3.9429,3.9133,3.9281,0.0503
510300.SH,华泰柏瑞沪深300ETF,2020/6/5,3.9272,3.9518,3.9133,3.9508,0.5779
510300.SH,华泰柏瑞沪深300ETF,2020/6/8,3.9676,3.9943,3.9597,3.9696,0.4746
510300.SH,华泰柏瑞沪深300ETF,2020/6/9,3.9716,3.9972,3.9607,3.9962,0.6713
510300.SH,华泰柏瑞沪深300ETF,2020/6/10,3.9923,3.9933,3.9745,3.9874,-0.2223
510300.SH,华泰柏瑞沪深300ETF,2020/6/11,3.9805,3.9972,3.9321,3.9508,-0.9158
510300.SH,华泰柏瑞沪深300ETF,2020/6/12,3.9104,3.9706,3.8906,3.9607,0.2498
510300.SH,华泰柏瑞沪深300ETF,2020/6/15,3.9301,3.9568,3.9035,3.9045,-1.4204
510300.SH,华泰柏瑞沪深300ETF,2020/6/16,3.9429,3.9666,3.939,3.9656,1.5672
510300.SH,华泰柏瑞沪深300ETF,2020/6/17,3.9676,3.9706,3.9439,3.9696,0.0996
510300.SH,华泰柏瑞沪深300ETF,2020/6/18,3.9607,4.0022,3.9528,4.0002,0.7708
510300.SH,华泰柏瑞沪深300ETF,2020/6/19,3.9972,4.0713,3.9972,4.0515,1.283
510300.SH,华泰柏瑞沪深300ETF,2020/6/22,4.0515,4.0861,4.0436,4.0555,0.0974
510300.SH,华泰柏瑞沪深300ETF,2020/6/23,4.0466,4.0791,4.0328,4.0742,0.4624
510300.SH,华泰柏瑞沪深300ETF,2020/6/24,4.0841,4.1127,4.0821,4.1097,0.8721
510300.SH,华泰柏瑞沪深300ETF,2020/6/29,4.0959,4.1058,4.0525,4.0742,-0.8646
510300.SH,华泰柏瑞沪深300ETF,2020/6/30,4.094,4.1374,4.092,4.1236,1.2112
510300.SH,华泰柏瑞沪深300ETF,2020/7/1,4.1324,4.2203,4.1285,4.2163,2.2499
510300.SH,华泰柏瑞沪深300ETF,2020/7/2,4.2144,4.318,4.2075,4.3131,2.294
510300.SH,华泰柏瑞沪深300ETF,2020/7/3,4.3289,4.4058,4.3121,4.3989,1.9908
510300.SH,华泰柏瑞沪深300ETF,2020/7/6,4.468,4.7365,4.4493,4.7217,7.3368
510300.SH,华泰柏瑞沪深300ETF,2020/7/7,4.7582,4.7868,4.6624,4.6743,-1.0033
510300.SH,华泰柏瑞沪深300ETF,2020/7/8,4.6723,4.775,4.6467,4.7355,1.3091
510300.SH,华泰柏瑞沪深300ETF,2020/7/9,4.7335,4.8204,4.698,4.8085,1.5423
510300.SH,华泰柏瑞沪深300ETF,2020/7/10,4.775,4.7937,4.7009,4.7227,-1.7857
510300.SH,华泰柏瑞沪深300ETF,2020/7/13,4.7197,4.8628,4.7148,4.8214,2.0899
510300.SH,华泰柏瑞沪深300ETF,2020/7/14,4.8135,4.8352,4.7029,4.7789,-0.8802
510300.SH,华泰柏瑞沪深300ETF,2020/7/15,4.7967,4.8312,4.7029,4.7217,-1.1979
510300.SH,华泰柏瑞沪深300ETF,2020/7/16,4.7276,4.7651,4.4907,4.4966,-4.7659
510300.SH,华泰柏瑞沪深300ETF,2020/7/17,4.5105,4.5934,4.4818,4.545,1.0755
510300.SH,华泰柏瑞沪深300ETF,2020/7/20,4.5865,4.6782,4.5253,4.6654,2.6493
510300.SH,华泰柏瑞沪深300ETF,2020/7/21,4.6871,4.7019,4.6496,4.6773,0.2539
510300.SH,华泰柏瑞沪深300ETF,2020/7/22,4.6703,4.7927,4.6664,4.7296,1.1184
510300.SH,华泰柏瑞沪深300ETF,2020/7/23,4.6802,4.7266,4.6013,4.7039,-0.5426
510300.SH,华泰柏瑞沪深300ETF,2020/7/24,4.6644,4.6802,4.468,4.4947,-4.4482
510300.SH,华泰柏瑞沪深300ETF,2020/7/27,4.5233,4.5559,4.4779,4.5223,0.6148
510300.SH,华泰柏瑞沪深300ETF,2020/7/28,4.5549,4.5805,4.5272,4.5568,0.7639
510300.SH,华泰柏瑞沪深300ETF,2020/7/29,4.545,4.6911,4.5391,4.6871,2.859
510300.SH,华泰柏瑞沪深300ETF,2020/7/30,4.6881,4.695,4.6476,4.6526,-0.737
510300.SH,华泰柏瑞沪深300ETF,2020/7/31,4.6486,4.7463,4.6111,4.6881,0.7637
510300.SH,华泰柏瑞沪深300ETF,2020/8/3,4.7276,4.7661,4.7098,4.7621,1.5789
510300.SH,华泰柏瑞沪深300ETF,2020/8/4,4.7858,4.7996,4.7414,4.7661,0.0829
510300.SH,华泰柏瑞沪深300ETF,2020/8/5,4.7592,4.7819,4.699,4.7681,0.0414
510300.SH,华泰柏瑞沪深300ETF,2020/8/6,4.7681,4.7888,4.6851,4.7503,-0.3726
510300.SH,华泰柏瑞沪深300ETF,2020/8/7,4.7404,4.7424,4.6388,4.7029,-0.9973
510300.SH,华泰柏瑞沪深300ETF,2020/8/10,4.6713,4.7552,4.6338,4.7187,0.3358
510300.SH,华泰柏瑞沪深300ETF,2020/8/11,4.7227,4.7878,4.6644,4.6723,-0.9831
510300.SH,华泰柏瑞沪深300ETF,2020/8/12,4.6634,4.6782,4.5618,4.6407,-0.676
510300.SH,华泰柏瑞沪深300ETF,2020/8/13,4.6536,4.6624,4.617,4.6259,-0.319
510300.SH,华泰柏瑞沪深300ETF,2020/8/14,4.6269,4.7177,4.6092,4.7157,1.9415
510300.SH,华泰柏瑞沪深300ETF,2020/8/17,4.7355,4.846,4.7207,4.8135,2.072
510300.SH,华泰柏瑞沪深300ETF,2020/8/18,4.8184,4.8283,4.7809,4.8065,-0.1435
510300.SH,华泰柏瑞沪深300ETF,2020/8/19,4.8036,4.8075,4.7286,4.7315,-1.5606
510300.SH,华泰柏瑞沪深300ETF,2020/8/20,4.7078,4.7187,4.6615,4.6812,-1.0638
510300.SH,华泰柏瑞沪深300ETF,2020/8/21,4.7049,4.7444,4.6822,4.7207,0.8433
510300.SH,华泰柏瑞沪深300ETF,2020/8/24,4.7424,4.7681,4.7157,4.7503,0.6272
510300.SH,华泰柏瑞沪深300ETF,2020/8/25,4.7631,4.8065,4.7404,4.7592,0.187
510300.SH,华泰柏瑞沪深300ETF,2020/8/26,4.7562,4.7858,4.6851,4.7009,-1.2236
510300.SH,华泰柏瑞沪深300ETF,2020/8/27,4.7069,4.7384,4.6782,4.7365,0.7558
510300.SH,华泰柏瑞沪深300ETF,2020/8/28,4.7305,4.8608,4.7157,4.8529,2.4588
510300.SH,华泰柏瑞沪深300ETF,2020/8/31,4.8806,4.9033,4.8065,4.8105,-0.8745
510300.SH,华泰柏瑞沪深300ETF,2020/9/1,4.8026,4.846,4.7967,4.8441,0.6976
510300.SH,华泰柏瑞沪深300ETF,2020/9/2,4.8549,4.8608,4.7908,4.8401,-0.0815
510300.SH,华泰柏瑞沪深300ETF,2020/9/3,4.8342,4.8756,4.7977,4.8204,-0.4078
510300.SH,华泰柏瑞沪深300ETF,2020/9/4,4.7473,4.7838,4.7286,4.7661,-1.1261
510300.SH,华泰柏瑞沪深300ETF,2020/9/7,4.7572,4.7917,4.6486,4.6703,-2.0087
510300.SH,华泰柏瑞沪深300ETF,2020/9/8,4.6782,4.7078,4.6427,4.694,0.5072
510300.SH,华泰柏瑞沪深300ETF,2020/9/9,4.6388,4.6486,4.5549,4.5845,-2.3339
510300.SH,华泰柏瑞沪深300ETF,2020/9/10,4.623,4.6447,4.5736,4.5884,0.0861
510300.SH,华泰柏瑞沪深300ETF,2020/9/11,4.5697,4.6319,4.5667,4.624,0.7744
510300.SH,华泰柏瑞沪深300ETF,2020/9/14,4.6457,4.6624,4.624,4.6506,0.5763
510300.SH,华泰柏瑞沪深300ETF,2020/9/15,4.6437,4.693,4.6328,4.6851,0.7428
510300.SH,华泰柏瑞沪深300ETF,2020/9/16,4.6832,4.6871,4.6407,4.6575,-0.5898
510300.SH,华泰柏瑞沪深300ETF,2020/9/17,4.6417,4.6733,4.6062,4.6289,-0.6145
510300.SH,华泰柏瑞沪深300ETF,2020/9/18,4.6338,4.7503,4.6319,4.7483,2.58
510300.SH,华泰柏瑞沪深300ETF,2020/9/21,4.7523,4.7868,4.6881,4.694,-1.1432
510300.SH,华泰柏瑞沪深300ETF,2020/9/22,4.6634,4.7138,4.618,4.6378,-1.1985
510300.SH,华泰柏瑞沪深300ETF,2020/9/23,4.6417,4.6674,4.623,4.6516,0.2979
510300.SH,华泰柏瑞沪深300ETF,2020/9/24,4.624,4.6348,4.5647,4.5756,-1.6338
510300.SH,华泰柏瑞沪深300ETF,2020/9/25,4.5825,4.6052,4.5608,4.5786,0.0647
510300.SH,华泰柏瑞沪深300ETF,2020/9/28,4.5815,4.62,4.5746,4.5884,0.2156
510300.SH,华泰柏瑞沪深300ETF,2020/9/29,4.6092,4.6259,4.5914,4.5993,0.2366
510300.SH,华泰柏瑞沪深300ETF,2020/9/30,4.6121,4.6338,4.5598,4.5855,-0.3004
510300.SH,华泰柏瑞沪深300ETF,2020/10/9,4.6595,4.7029,4.6585,4.6773,2.0017
510300.SH,华泰柏瑞沪深300ETF,2020/10/12,4.7029,4.8292,4.7009,4.8233,3.123
510300.SH,华泰柏瑞沪深300ETF,2020/10/13,4.8243,4.85,4.7967,4.8391,0.3274
510300.SH,华泰柏瑞沪深300ETF,2020/10/14,4.8263,4.8332,4.7996,4.8154,-0.4895
510300.SH,华泰柏瑞沪深300ETF,2020/10/15,4.8105,4.8371,4.7947,4.8036,-0.246
